trial,primeCorrect,primeTime,primeDepth,stimDepth,diopters,nearToFar,orientation,contrast,frequency,intensity,requestedLatency,actualLatency,responseTime,correct,caseLabel,caseTrial,trialsAtStep,stepCorrect,expected,w,direction,stepsize,stepChange
13,True,1.5025963000007323,33.0,100.0,2,True,90,1.0,[21. 21.],60,0.96,0.964147699996829,0.3097076000049128,True,near_2,1,1,1,0.75,0.5,start,8,0
14,True,1.40704089999781,800.0,33.0,3,False,90,1.0,[21. 21.],60,0.96,0.9636625999992248,0.2791351999985636,True,far_3,2,2,2,1.5,1.0,start,8,0
15,True,0.9954646000041976,33.0,100.0,2,True,90,1.0,[21. 21.],60,0.96,0.9672857999976259,0.34020269999746233,True,near_2,2,2,2,1.5,1.0,start,8,0
16,True,1.416060200004722,800.0,33.0,3,False,90,1.0,[21. 21.],60,0.96,0.9623272000026191,0.2950404000002891,True,far_3,3,3,3,2.25,1.0,start,8,0
17,True,1.8563672000018414,800.0,100.0,1,False,0,1.0,[21. 21.],60,0.96,0.9663339999970049,0.29957480000302894,True,far_1,3,3,3,2.25,1.0,start,8,0
18,False,1.311817699999665,100.0,100.0,0,True,0,1.0,[21. 21.],60,0.96,0.9657822999943164,0.30875550000200747,True,near_0,3,3,3,2.25,1.0,start,8,0
19,True,1.8831323999984306,33.0,800.0,3,True,90,1.0,[21. 21.],60,0.96,0.9636117999980343,0.35512390000076266,True,near_3,3,3,3,2.25,1.0,start,8,0
20,True,4.692138899998099,100.0,33.0,2,False,0,1.0,[21. 21.],60,0.96,0.963231600006111,0.31288170000334503,True,far_2,3,3,3,2.25,1.0,start,8,0
21,True,1.4397919999973965,100.0,800.0,1,True,90,1.0,[21. 21.],60,0.96,0.9653870000038296,0.3992294999989099,True,near_1,3,3,3,2.25,1.0,start,8,0
22,True,1.540885000002163,100.0,33.0,2,False,90,1.0,[21. 21.],52,0.8320000000000001,0.8357209000023431,0.2876978999993298,True,far_2,4,1,1,0.75,0.5,down,8,0
23,True,0.9875029000031645,33.0,800.0,3,True,0,1.0,[21. 21.],52,0.8320000000000001,0.8355114000005415,0.4849225999932969,True,near_3,4,1,1,0.75,0.5,down,8,0
24,True,1.183962299997802,800.0,33.0,3,False,90,1.0,[21. 21.],52,0.8320000000000001,0.8334312000006321,0.3056419000058668,True,far_3,4,1,1,0.75,0.5,down,8,0
25,True,1.4417557999986457,33.0,100.0,2,True,0,1.0,[21. 21.],60,0.96,0.966302299995732,0.3905097000024398,True,near_2,3,3,3,2.25,1.0,start,8,0
26,True,10.379724599995825,800.0,100.0,1,False,0,1.0,[21. 21.],52,0.8320000000000001,0.8382378000023891,0.29628479999519186,True,far_1,4,1,1,0.75,0.5,down,8,0
27,True,2.445442500000354,50.0,100.0,1,True,90,1.0,[21. 21.],52,0.8320000000000001,0.8374321999945096,0.323689299999387,True,near_1,4,1,1,0.75,0.5,down,8,0
28,True,1.9408422999986215,33.0,33.0,0,True,0,1.0,[21. 21.],60,0.96,0.9630403999981354,0.2944831000058912,True,near_0,3,3,3,2.25,1.0,start,8,0
29,True,2.0185222000000067,100.0,33.0,2,False,90,1.0,[21. 21.],52,0.8320000000000001,0.8346291000052588,0.3012497000017902,True,far_2,5,2,2,1.5,1.0,down,8,0
30,True,2.0844290999957593,50.0,100.0,1,True,90,1.0,[21. 21.],52,0.8320000000000001,0.8394693000009283,0.41182040000421694,True,near_1,5,2,2,1.5,1.0,down,8,0
31,True,6.41742879999947,100.0,100.0,0,True,90,1.0,[21. 21.],52,0.8320000000000001,0.8391007999962312,0.31942870000057155,True,near_0,4,1,1,0.75,0.5,down,8,0
32,True,1.276118999994651,100.0,50.0,1,False,90,1.0,[21. 21.],52,0.8320000000000001,0.8386917999960133,0.34087820000422653,True,far_1,5,2,2,1.5,1.0,down,8,0
33,True,2.6326769000006607,800.0,33.0,3,False,0,1.0,[21. 21.],52,0.8320000000000001,0.8358565999951679,0.30932620000385214,True,far_3,5,2,2,1.5,1.0,down,8,0
34,True,2.480721799998719,50.0,800.0,2,True,90,1.0,[21. 21.],52,0.8320000000000001,0.8355330000049435,0.3525863999966532,True,near_2,4,1,1,0.75,0.5,down,8,0
35,True,1.768355200001679,33.0,800.0,3,True,90,1.0,[21. 21.],52,0.8320000000000001,0.8353315999993356,0.36766919999354286,True,near_3,5,2,2,1.5,1.0,down,8,0
36,True,1.4245403000022634,33.0,50.0,1,True,90,1.0,[21. 21.],52,0.8320000000000001,0.8383180999953765,0.27117160000489093,True,near_1,6,3,3,2.25,1.0,down,8,0
37,True,1.3742849999980535,100.0,33.0,2,False,90,1.0,[21. 21.],52,0.8320000000000001,0.8345162000041455,0.33682779999799095,True,far_2,6,3,3,2.25,1.0,down,8,0
38,True,2.361450900003547,100.0,100.0,0,True,90,1.0,[21. 21.],52,0.8320000000000001,0.8366633000041475,0.3297498999963864,True,near_0,5,2,2,1.5,1.0,down,8,0
39,True,5.8068815000006,33.0,800.0,3,True,0,1.0,[21. 21.],52,0.8320000000000001,0.8361683999974048,0.3544617000006838,True,near_3,6,3,3,2.25,1.0,down,8,0
40,True,2.4885648999988916,50.0,800.0,2,True,0,1.0,[21. 21.],52,0.8320000000000001,0.8363554000025033,0.3770894000044791,True,near_2,5,2,2,1.5,1.0,down,8,0
41,True,2.9231399999989662,800.0,33.0,3,False,0,1.0,[21. 21.],52,0.8320000000000001,0.8350709000005736,0.25990649999585,True,far_3,6,3,3,2.25,1.0,down,8,0
42,True,4.032955400005449,50.0,33.0,1,False,90,1.0,[21. 21.],52,0.8320000000000001,0.8353773999988334,0.31278849999944214,True,far_1,6,3,3,2.25,1.0,down,8,0
43,True,9.805748699996911,33.0,800.0,3,True,0,1.0,[21. 21.],44,0.704,0.7071685000046273,0.4661142999975709,True,near_3,7,1,1,0.75,0.5,down,8,0
44,True,0.9671304000003147,800.0,33.0,3,False,90,1.0,[21. 21.],44,0.704,0.7072249999982887,0.32284319999598665,True,far_3,7,1,1,0.75,0.5,down,8,0
45,True,1.8022114999985206,33.0,100.0,2,True,0,1.0,[21. 21.],52,0.8320000000000001,0.837496000000101,0.3047780999986571,True,near_2,6,3,3,2.25,1.0,down,8,0
46,True,6.637007199999061,800.0,50.0,2,False,0,1.0,[21. 21.],44,0.704,0.7097758000018075,0.30584210000233725,True,far_2,7,1,1,0.75,0.5,down,8,0
47,True,17.85897510000359,50.0,33.0,1,False,90,1.0,[21. 21.],44,0.704,0.7068043999970541,0.33100109999941196,True,far_1,7,1,1,0.75,0.5,down,8,0
48,True,1.4429780999998911,50.0,100.0,1,True,0,1.0,[21. 21.],44,0.704,0.7100003000014112,0.3254735000009532,True,near_1,7,1,1,0.75,0.5,down,8,0
49,True,10.878459600004135,50.0,50.0,0,True,0,1.0,[21. 21.],52,0.8320000000000001,0.8360820999951102,0.2882058000031975,True,near_0,6,3,3,2.25,1.0,down,8,0
50,True,2.373172200001136,33.0,800.0,3,True,90,1.0,[21. 21.],44,0.704,0.7068453999963822,0.4312952000036603,True,near_3,8,2,2,1.5,1.0,down,8,0
51,True,1.3388229000047431,800.0,800.0,0,True,90,1.0,[21. 21.],44,0.704,0.7079004999977769,0.3595073000033153,True,near_0,7,1,1,0.75,0.5,down,8,0
52,True,2.3584831999978633,100.0,800.0,1,True,90,1.0,[21. 21.],44,0.704,0.7088084999995772,0.413183199998457,True,near_1,8,2,2,1.5,1.0,down,8,0
53,True,8.480004899996857,800.0,100.0,1,False,0,1.0,[21. 21.],44,0.704,0.7094390999991447,0.31593740000243997,True,far_1,8,2,2,1.5,1.0,down,8,0
54,True,1.4308399000001373,50.0,800.0,2,True,0,1.0,[21. 21.],44,0.704,0.7088179000056698,0.59940259999712,True,near_2,7,1,1,0.75,0.5,down,8,0
55,True,1.3109021999989636,800.0,33.0,3,False,90,1.0,[21. 21.],44,0.704,0.7066397000016877,0.24708510000345996,True,far_3,8,2,2,1.5,1.0,down,8,0
56,True,7.6841015000027255,800.0,50.0,2,False,0,1.0,[21. 21.],44,0.704,0.7080228999984683,0.28954589999921154,True,far_2,8,2,2,1.5,1.0,down,8,0
57,True,1.492917800002033,50.0,50.0,0,True,0,1.0,[21. 21.],44,0.704,0.7097789999970701,0.272555999996257,True,near_0,8,2,2,1.5,1.0,down,8,0
58,True,1.269014600002265,100.0,33.0,2,False,0,1.0,[21. 21.],44,0.704,0.7069842999990215,0.31202280000434257,True,far_2,9,3,3,2.25,1.0,down,8,0
59,True,2.072965999999724,33.0,100.0,2,True,90,1.0,[21. 21.],44,0.704,0.7120284999982687,0.32909659999859286,True,near_2,8,2,2,1.5,1.0,down,8,0
60,False,1.316586599998118,33.0,50.0,1,True,0,1.0,[21. 21.],44,0.704,0.7121325000043726,0.40055759999813745,True,near_1,9,3,3,2.25,1.0,down,8,0
61,True,7.246492900005251,800.0,33.0,3,False,0,1.0,[21. 21.],44,0.704,0.7074772999985726,0.245859599999676,True,far_3,9,3,3,2.25,1.0,down,8,0
62,True,6.82544069999858,800.0,100.0,1,False,90,1.0,[21. 21.],44,0.704,0.7114758000025176,0.2371216000028653,True,far_1,9,3,3,2.25,1.0,down,8,0
63,True,3.3846255999960704,33.0,800.0,3,True,0,1.0,[21. 21.],44,0.704,0.7081858000019565,0.5113220000057481,True,near_3,9,3,3,2.25,1.0,down,8,0
64,True,1.4576678999947035,100.0,33.0,2,False,0,1.0,[21. 21.],36,0.5760000000000001,0.5784722000025795,0.30368779999844264,True,far_2,10,1,1,0.75,0.5,down,8,0
65,True,1.8361229000001913,50.0,50.0,0,True,90,1.0,[21. 21.],44,0.704,0.710480000001553,0.3266617999979644,True,near_0,9,3,3,2.25,1.0,down,8,0
66,True,1.4266165000008186,800.0,100.0,1,False,90,1.0,[21. 21.],36,0.5760000000000001,0.5826920000035898,0.31076320000283886,True,far_1,10,1,1,0.75,0.5,down,8,0
67,True,2.327274600000237,33.0,100.0,2,True,90,1.0,[21. 21.],44,0.704,0.7441350000008242,0.29604380000091624,True,near_2,9,3,3,2.25,1.0,down,8,0
68,True,9.527938399995037,33.0,800.0,3,True,90,1.0,[21. 21.],36,0.5760000000000001,0.5792583999937051,0.4144495000000461,True,near_3,10,1,1,0.75,0.5,down,8,0
